user_name,weight_of_waste_grams,number_of_ewaste_devices,ewaste_scrap_image_ref,material_category,price_valuation_inr,price_trend,nearby_recycler_id,reference_id,mode_of_transaction,transaction_id,anonymous_contact_number,estimated_carbon_emission_grams,recycler_name,recycler_location,authorization_status
Seema Mehta,12946.3,1,placeholder://scrap-images/e-waste-pcb/92a7e415.webp,E-Waste PCB,1867.45,Rising,RCY-1047,REF-102282,UPI,TXN907711249039,+91 11 5022 6040,56959.0,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Anjali Kapoor,74290.2,0,placeholder://scrap-images/newspaper/1e343e82.webp,Newspaper,1246.89,Stable,RCY-1032,REF-102283,UPI,TXN541246034720,+91 11 6150 2316,70409.9,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sandeep Das,10290.3,6,placeholder://scrap-images/lead-acid-battery/d13341f8.webp,Lead-Acid Battery,977.95,Stable,RCY-1059,REF-102284,UPI,TXN183435689240,+91 11 6111 6020,12219.5,Sunrise Metals,"Peenya, Bengaluru",Authorized
Anita Tiwari,83136.9,0,placeholder://scrap-images/pet-bottles/e4cb4c21.webp,PET Bottles,1249.19,Falling,RCY-1031,REF-102285,UPI,TXN891479425735,+91 11 8562 7743,89774.5,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Preeti Agarwal,49506.6,0,placeholder://scrap-images/pet-bottles/b7cc8b2a.webp,PET Bottles,700.69,Stable,RCY-1045,REF-102286,UPI,TXN475397820038,+91 11 7142 1274,57075.3,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Amit Patel,4252.0,3,placeholder://scrap-images/lead-acid-battery/c9e369ce.webp,Lead-Acid Battery,416.96,Stable,RCY-1011,REF-102287,UPI,TXN646259434828,+91 11 7927 5682,4595.8,Sunrise Enterprises,"Narela, New Delhi",Authorized
Neha Goel,75516.7,0,placeholder://scrap-images/iron-steel/ba4c0fca.webp,Iron / Steel,2486.29,Stable,RCY-1058,REF-102288,UPI,TXN161217787407,+91 11 6809 2101,133818.6,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Geeta Yadav,8049.2,7,placeholder://scrap-images/lead-acid-battery/76355294.webp,Lead-Acid Battery,707.44,Stable,RCY-1015,REF-102289,UPI,TXN375265693872,+91 11 8434 9197,9564.5,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Vinod Chauhan,41241.0,0,placeholder://scrap-images/iron-steel/46ce6878.webp,Iron / Steel,1396.73,Falling,RCY-1020,REF-102290,UPI,TXN212880442097,+91 11 1273 3727,66850.0,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Sandeep Joshi,58240.0,0,placeholder://scrap-images/hard-plastics/2f0e62d0.webp,Hard Plastics,1227.85,Falling,RCY-1047,REF-102291,UPI,TXN552716556571,+91 11 6080 9141,76276.4,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Naveen Mehta,3176.2,4,placeholder://scrap-images/lead-acid-battery/fe4c7fcd.webp,Lead-Acid Battery,321.95,Rising,RCY-1000,REF-102292,UPI,TXN510230007668,+91 11 4204 5383,3944.3,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Manish Singh,48338.8,0,placeholder://scrap-images/newspaper/13a13cd6.webp,Newspaper,811.42,Stable,RCY-1033,REF-102293,Cash,CASH-9E7674D585,+91 11 6974 3749,44566.4,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Aarti Goel,49758.8,0,placeholder://scrap-images/hard-plastics/b7581be8.webp,Hard Plastics,967.77,Falling,RCY-1003,REF-102294,Cash,CASH-F5D49716EA,+91 11 9560 5973,68654.7,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Mohit Mishra,13762.6,7,placeholder://scrap-images/lead-acid-battery/1e19f5df.webp,Lead-Acid Battery,1271.95,Falling,RCY-1055,REF-102295,UPI,TXN479935880240,+91 11 3913 4524,17636.5,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Mohit Gupta,8875.8,5,placeholder://scrap-images/lead-acid-battery/06d8d829.webp,Lead-Acid Battery,847.58,Falling,RCY-1057,REF-102296,UPI,TXN903335202737,+91 11 1909 4212,9781.2,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Yogesh Das,78020.3,0,placeholder://scrap-images/iron-steel/0abfd5a7.webp,Iron / Steel,2372.45,Rising,RCY-1052,REF-102297,UPI,TXN275727418249,+91 11 2684 7061,143433.5,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Manoj Joshi,88037.7,0,placeholder://scrap-images/copper/5cd3c994.webp,Copper,63189.3,Falling,RCY-1006,REF-102298,UPI,TXN445809336584,+91 11 3535 8736,230460.9,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Manoj Bansal,14853.7,5,placeholder://scrap-images/lead-acid-battery/06648313.webp,Lead-Acid Battery,1461.61,Rising,RCY-1021,REF-102299,Cash,CASH-11DBFABD56,+91 11 6838 6938,16931.3,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Priya Bhatt,14291.2,6,placeholder://scrap-images/e-waste-pcb/bf04360e.webp,E-Waste PCB,2048.83,Rising,RCY-1018,REF-102300,UPI,TXN686009422704,+91 11 2440 2635,60691.5,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Jyoti Rana,32770.3,0,placeholder://scrap-images/pet-bottles/5ab57392.webp,PET Bottles,495.41,Stable,RCY-1029,REF-102301,UPI,TXN880994319967,+91 11 8080 4889,34698.2,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Geeta Kumar,29635.5,0,placeholder://scrap-images/iron-steel/1f888f50.webp,Iron / Steel,1006.96,Rising,RCY-1011,REF-102302,UPI,TXN255040934289,+91 11 7661 5372,53966.5,Sunrise Enterprises,"Narela, New Delhi",Authorized
Manish Bhatt,6342.1,2,placeholder://scrap-images/e-waste-pcb/c7783ca2.webp,E-Waste PCB,1017.52,Falling,RCY-1001,REF-102303,UPI,TXN923322787836,+91 11 7265 7234,26909.2,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Pooja Tiwari,406.4,3,placeholder://scrap-images/lead-acid-battery/519770fd.webp,Lead-Acid Battery,36.51,Rising,RCY-1007,REF-102304,UPI,TXN555873821807,+91 11 9248 3063,516.9,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Amit Malhotra,9547.4,8,placeholder://scrap-images/lead-acid-battery/51478a42.webp,Lead-Acid Battery,886.08,Stable,RCY-1050,REF-102305,UPI,TXN725425764060,+91 11 7249 3392,10701.9,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Gaurav Rana,57012.7,0,placeholder://scrap-images/copper/46a2743a.webp,Copper,38747.36,Stable,RCY-1047,REF-102306,UPI,TXN724253149852,+91 11 4774 3279,148472.9,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Simran Kapoor,44558.8,0,placeholder://scrap-images/newspaper/7d60c04b.webp,Newspaper,835.43,Stable,RCY-1045,REF-102307,UPI,TXN130690836674,+91 11 1763 8590,39748.9,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Anjali Joshi,55603.8,0,placeholder://scrap-images/newspaper/5d7c30ba.webp,Newspaper,1038.5,Stable,RCY-1029,REF-102308,Cash,CASH-27279CE2AF,+91 11 3371 6728,46954.5,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Harish Malhotra,7347.2,4,placeholder://scrap-images/e-waste-pcb/6d8de98c.webp,E-Waste PCB,1157.48,Rising,RCY-1032,REF-102309,Cash,CASH-F2C083F728,+91 11 1377 3415,32115.1,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Raju Iyer,1926.2,0,placeholder://scrap-images/pet-bottles/c5357cb4.webp,PET Bottles,28.34,Rising,RCY-1050,REF-102310,Cash,CASH-AE336C4F7B,+91 11 3980 5295,1919.1,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Anjali Agarwal,76324.3,0,placeholder://scrap-images/newspaper/82c6749c.webp,Newspaper,1458.78,Stable,RCY-1025,REF-102311,UPI,TXN144414537655,+91 11 1381 5213,74937.6,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Ajay Kapoor,39490.8,0,placeholder://scrap-images/newspaper/878de47d.webp,Newspaper,763.49,Stable,RCY-1057,REF-102312,UPI,TXN573968621169,+91 11 3204 4613,32238.3,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Neha Nair,48010.5,0,placeholder://scrap-images/hard-plastics/75eb7de7.webp,Hard Plastics,1025.77,Stable,RCY-1022,REF-102313,UPI,TXN778504528192,+91 11 4893 2213,67158.0,Sunrise Waste Management,"Guindy, Chennai",Authorized
Raju Sinha,6337.9,3,placeholder://scrap-images/e-waste-pcb/de59702f.webp,E-Waste PCB,1009.25,Rising,RCY-1056,REF-102314,UPI,TXN976592890487,+91 11 4170 7261,25815.9,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Ajay Sharma,43638.5,0,placeholder://scrap-images/iron-steel/6d4105f3.webp,Iron / Steel,1416.34,Stable,RCY-1056,REF-102315,UPI,TXN776789856371,+91 11 1252 4511,77720.1,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Kiran Yadav,29969.8,0,placeholder://scrap-images/copper/4588a4a6.webp,Copper,21227.01,Stable,RCY-1033,REF-102316,UPI,TXN941772050914,+91 11 6286 5028,80271.7,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Rahul Kapoor,28069.6,0,placeholder://scrap-images/iron-steel/4884988a.webp,Iron / Steel,911.04,Falling,RCY-1051,REF-102317,UPI,TXN354956505461,+91 11 6040 8217,48096.2,Sunrise Recycling Hub,"Narela, New Delhi",Authorized
Rahul Tiwari,53172.9,0,placeholder://scrap-images/copper/d1ff9a76.webp,Copper,38371.6,Falling,RCY-1013,REF-102318,UPI,TXN721997479354,+91 11 6429 4621,130508.6,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Ramesh Pandey,44661.5,0,placeholder://scrap-images/pet-bottles/6ebbb709.webp,PET Bottles,702.92,Rising,RCY-1033,REF-102319,UPI,TXN682512625322,+91 11 7780 6435,49231.1,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Aarti Kapoor,8956.1,3,placeholder://scrap-images/small-battery/be80581a.webp,Small Battery,438.32,Stable,RCY-1042,REF-102320,UPI,TXN275603629324,+91 11 9610 3699,13870.6,Shakti Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Mohit Saxena,11438.0,2,placeholder://scrap-images/e-waste-pcb/1198e09c.webp,E-Waste PCB,1723.1,Rising,RCY-1002,REF-102321,UPI,TXN664830948268,+91 11 6617 7997,44594.6,Green India Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sandeep Rawat,61495.0,0,placeholder://scrap-images/iron-steel/c46172d0.webp,Iron / Steel,2072.31,Stable,RCY-1031,REF-102322,UPI,TXN406657330613,+91 11 6307 4584,108687.6,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Vijay Tiwari,51920.6,0,placeholder://scrap-images/iron-steel/b20543b3.webp,Iron / Steel,1749.44,Stable,RCY-1014,REF-102323,UPI,TXN186761200293,+91 11 8824 6281,86850.8,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Preeti Nair,54173.2,0,placeholder://scrap-images/newspaper/c3d361b7.webp,Newspaper,921.86,Stable,RCY-1017,REF-102324,UPI,TXN195676555943,+91 11 2054 5769,49951.9,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Sanjay Rawat,6513.9,6,placeholder://scrap-images/small-battery/4eeaaa2e.webp,Small Battery,339.28,Falling,RCY-1050,REF-102325,UPI,TXN565973971760,+91 11 5213 6482,10067.7,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Preeti Bhatt,32325.5,0,placeholder://scrap-images/pet-bottles/d1835ce7.webp,PET Bottles,470.79,Falling,RCY-1027,REF-102326,UPI,TXN770494183703,+91 11 7607 8218,37539.7,New Delhi Metals,"Mayapuri Industrial Area, Delhi",Pending Verification
Meena Nair,21763.7,0,placeholder://scrap-images/pet-bottles/2c5c6d2c.webp,PET Bottles,338.08,Falling,RCY-1013,REF-102327,UPI,TXN999814189060,+91 11 4009 1999,21784.6,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Simran Mehta,75422.6,0,placeholder://scrap-images/copper/ed99110d.webp,Copper,47888.96,Stable,RCY-1041,REF-102328,UPI,TXN260119738853,+91 11 3068 9590,191407.7,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Payal Pandey,27825.2,0,placeholder://scrap-images/copper/5b85efaa.webp,Copper,19414.05,Rising,RCY-1035,REF-102329,UPI,TXN673929734600,+91 11 5162 8141,67915.3,Shakti Enterprises,"Guindy, Chennai",Authorized
Jyoti Chauhan,14330.5,1,placeholder://scrap-images/e-waste-pcb/28351ec4.webp,E-Waste PCB,2072.05,Stable,RCY-1019,REF-102330,UPI,TXN468741549243,+91 11 4590 8186,53843.0,Green India Metals,"Narela, New Delhi",Authorized
Simran Iyer,71613.2,0,placeholder://scrap-images/newspaper/d5f3c54a.webp,Newspaper,1294.6,Stable,RCY-1006,REF-102331,Cash,CASH-2E59DF040F,+91 11 6346 5279,67634.1,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Nisha Kumar,5274.0,3,placeholder://scrap-images/e-waste-pcb/01e5f722.webp,E-Waste PCB,840.78,Rising,RCY-1031,REF-102332,Cash,CASH-BF6F51BCD4,+91 11 7601 3257,22743.7,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Vijay Iyer,9492.5,4,placeholder://scrap-images/e-waste-pcb/ffeff4e9.webp,E-Waste PCB,1399.97,Stable,RCY-1039,REF-102333,UPI,TXN757589925149,+91 11 3509 9695,40197.4,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Vinod Goel,66630.3,0,placeholder://scrap-images/hard-plastics/0e489df5.webp,Hard Plastics,1423.33,Rising,RCY-1047,REF-102334,UPI,TXN194408170840,+91 11 6855 6258,86642.1,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Kavita Iyer,50358.9,0,placeholder://scrap-images/copper/a5fe7e0a.webp,Copper,36221.42,Stable,RCY-1055,REF-102335,UPI,TXN195085249057,+91 11 3600 7328,124738.7,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Sandeep Thakur,19970.2,0,placeholder://scrap-images/iron-steel/629f17db.webp,Iron / Steel,650.02,Stable,RCY-1017,REF-102336,UPI,TXN101698333179,+91 11 8304 1366,36962.5,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Shalini Gupta,7855.7,0,placeholder://scrap-images/newspaper/67aedee6.webp,Newspaper,147.77,Stable,RCY-1006,REF-102337,UPI,TXN598493979442,+91 11 8917 7138,7168.4,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Kavya Kapoor,8652.9,5,placeholder://scrap-images/small-battery/369c8def.webp,Small Battery,418.73,Stable,RCY-1010,REF-102338,UPI,TXN210261192111,+91 11 8036 5515,13249.4,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Rina Patel,7872.2,4,placeholder://scrap-images/small-battery/291070a5.webp,Small Battery,394.7,Stable,RCY-1030,REF-102339,UPI,TXN578652378124,+91 11 6742 7213,12193.2,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Sandeep Tiwari,7298.9,6,placeholder://scrap-images/e-waste-pcb/97648c6b.webp,E-Waste PCB,1064.38,Stable,RCY-1050,REF-102340,UPI,TXN341832074702,+91 11 8076 9798,27813.6,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Nisha Nair,9615.4,0,placeholder://scrap-images/hard-plastics/f663402b.webp,Hard Plastics,203.38,Falling,RCY-1009,REF-102341,Cash,CASH-A884556CE8,+91 11 5352 1880,11686.8,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Meena Patel,27212.0,0,placeholder://scrap-images/copper/320ec85d.webp,Copper,17357.06,Rising,RCY-1029,REF-102342,UPI,TXN826068315369,+91 11 1782 2798,69305.5,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Sandeep Kumar,41879.8,0,placeholder://scrap-images/iron-steel/1d07a976.webp,Iron / Steel,1417.09,Falling,RCY-1016,REF-102343,UPI,TXN997956356920,+91 11 5299 9790,77110.9,Greenline Enterprises,"Narela, New Delhi",Authorized
Suresh Nair,5383.1,6,placeholder://scrap-images/small-battery/411cbbe1.webp,Small Battery,267.79,Stable,RCY-1006,REF-102344,UPI,TXN809830806197,+91 11 8992 6062,7915.2,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Vijay Kapoor,2883.8,1,placeholder://scrap-images/lead-acid-battery/f1a98834.webp,Lead-Acid Battery,275.0,Stable,RCY-1009,REF-102345,UPI,TXN689031431561,+91 11 7008 7109,3695.2,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Anita Verma,12534.7,6,placeholder://scrap-images/e-waste-pcb/d02fa1ac.webp,E-Waste PCB,1875.99,Stable,RCY-1023,REF-102346,Cash,CASH-51B374CB4A,+91 11 2601 7697,53476.7,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Raju Joshi,11843.1,5,placeholder://scrap-images/small-battery/0bebd4fa.webp,Small Battery,604.29,Rising,RCY-1010,REF-102347,UPI,TXN910639272255,+91 11 5947 8275,16675.4,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Vinod Rana,7055.5,5,placeholder://scrap-images/e-waste-pcb/d9b56d61.webp,E-Waste PCB,1041.47,Stable,RCY-1040,REF-102348,UPI,TXN899956923618,+91 11 9072 9014,30907.6,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Nisha Joshi,87690.3,0,placeholder://scrap-images/copper/6b281c6a.webp,Copper,56046.73,Rising,RCY-1021,REF-102349,Cash,CASH-BB0F896675,+91 11 9490 4551,211304.8,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Vikram Das,64392.7,0,placeholder://scrap-images/newspaper/612bb434.webp,Newspaper,1140.97,Rising,RCY-1038,REF-102350,Cash,CASH-C0DFBAB61F,+91 11 2651 1316,52452.5,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Yogesh Rana,55611.8,0,placeholder://scrap-images/newspaper/101895d2.webp,Newspaper,925.93,Falling,RCY-1028,REF-102351,Cash,CASH-728B04D39E,+91 11 7278 8536,52633.0,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Meena Saxena,51928.9,0,placeholder://scrap-images/iron-steel/98f5c77a.webp,Iron / Steel,1658.77,Stable,RCY-1033,REF-102352,UPI,TXN210294348157,+91 11 7518 3557,95292.5,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Manoj Rana,52257.9,0,placeholder://scrap-images/newspaper/ab7bf61c.webp,Newspaper,982.87,Stable,RCY-1059,REF-102353,UPI,TXN539998653152,+91 11 5095 6782,49578.0,Sunrise Metals,"Peenya, Bengaluru",Authorized
Ritu Kumar,44069.2,0,placeholder://scrap-images/pet-bottles/04e15e9c.webp,PET Bottles,633.55,Falling,RCY-1045,REF-102354,UPI,TXN148994922030,+91 11 9012 1946,51341.9,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Vikram Rawat,8079.6,4,placeholder://scrap-images/small-battery/4f2078eb.webp,Small Battery,389.12,Rising,RCY-1051,REF-102355,UPI,TXN925091008038,+91 11 4176 1119,11425.3,Sunrise Recycling Hub,"Narela, New Delhi",Authorized
Sneha Sinha,4718.0,0,placeholder://scrap-images/copper/22abdfc9.webp,Copper,3191.86,Falling,RCY-1040,REF-102356,UPI,TXN351747302612,+91 11 8081 7638,11004.7,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Preeti Sharma,28571.5,0,placeholder://scrap-images/copper/70f8c0f7.webp,Copper,20088.47,Stable,RCY-1049,REF-102357,Cash,CASH-C4AC2D3E21,+91 11 2024 5391,70200.8,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Rina Agarwal,63471.6,0,placeholder://scrap-images/copper/d629d5e4.webp,Copper,45606.37,Falling,RCY-1003,REF-102358,Cash,CASH-E6524EBD7A,+91 11 4740 6967,143160.3,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Rekha Goel,75991.5,0,placeholder://scrap-images/pet-bottles/16902843.webp,PET Bottles,1150.95,Rising,RCY-1032,REF-102359,UPI,TXN477312021294,+91 11 3973 7800,89013.4,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Swati Chopra,72975.1,0,placeholder://scrap-images/hard-plastics/0ff747a9.webp,Hard Plastics,1563.65,Falling,RCY-1009,REF-102360,Cash,CASH-2808BEE4F7,+91 11 9570 7395,100558.2,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Deepak Rana,1463.6,3,placeholder://scrap-images/lead-acid-battery/01e5703f.webp,Lead-Acid Battery,142.87,Falling,RCY-1010,REF-102361,UPI,TXN824245830970,+91 11 3726 6280,1860.6,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Kavya Bansal,5083.1,7,placeholder://scrap-images/lead-acid-battery/c27c300f.webp,Lead-Acid Battery,506.35,Stable,RCY-1036,REF-102362,Cash,CASH-D7F1824DDE,+91 11 3404 6458,5891.8,National Industries,"Jamshedpur, Jharkhand",Authorized
Shalini Tiwari,6399.0,2,placeholder://scrap-images/small-battery/bf27c970.webp,Small Battery,332.48,Stable,RCY-1040,REF-102363,UPI,TXN870398168867,+91 11 4518 3963,9552.9,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Ramesh Sinha,25574.7,0,placeholder://scrap-images/newspaper/ec9f0eff.webp,Newspaper,491.61,Rising,RCY-1049,REF-102364,UPI,TXN476652667516,+91 11 2398 4503,21164.6,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Manish Chopra,17288.4,0,placeholder://scrap-images/hard-plastics/79cc8ec5.webp,Hard Plastics,371.57,Stable,RCY-1013,REF-102365,UPI,TXN807158067077,+91 11 9845 2642,20876.4,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Arjun Nair,40288.0,0,placeholder://scrap-images/copper/32382324.webp,Copper,29373.69,Rising,RCY-1006,REF-102366,UPI,TXN408798738079,+91 11 9137 2315,96709.5,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Deepak Kapoor,2612.3,2,placeholder://scrap-images/small-battery/91ef8d5d.webp,Small Battery,125.62,Stable,RCY-1020,REF-102367,UPI,TXN220677611385,+91 11 4024 8256,3682.0,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Vinod Chopra,82071.9,0,placeholder://scrap-images/copper/3a769eb3.webp,Copper,51446.14,Rising,RCY-1049,REF-102368,UPI,TXN612351286765,+91 11 8911 1757,204428.1,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Sandeep Iyer,14872.1,8,placeholder://scrap-images/e-waste-pcb/0e620644.webp,E-Waste PCB,2207.79,Falling,RCY-1029,REF-102369,UPI,TXN764605226247,+91 11 7114 1042,56362.1,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Anita Kapoor,62169.3,0,placeholder://scrap-images/hard-plastics/48db85f6.webp,Hard Plastics,1156.98,Stable,RCY-1031,REF-102370,UPI,TXN698211372617,+91 11 9577 9456,88230.7,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Divya Agarwal,9903.0,2,placeholder://scrap-images/e-waste-pcb/cdf61e1e.webp,E-Waste PCB,1485.69,Stable,RCY-1014,REF-102371,Cash,CASH-39D88A3676,+91 11 3651 7342,37412.5,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Dinesh Tiwari,1049.3,8,placeholder://scrap-images/lead-acid-battery/b2bd5fa3.webp,Lead-Acid Battery,102.22,Stable,RCY-1037,REF-102372,UPI,TXN140378181713,+91 11 6290 4779,1137.2,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Divya Kumar,5895.5,5,placeholder://scrap-images/e-waste-pcb/be6b372f.webp,E-Waste PCB,926.22,Stable,RCY-1046,REF-102373,UPI,TXN810759288955,+91 11 1253 4759,25776.3,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Manoj Nair,73384.4,0,placeholder://scrap-images/newspaper/ba158e0a.webp,Newspaper,1426.18,Falling,RCY-1043,REF-102374,UPI,TXN175386603332,+91 11 7123 2635,67316.5,Urban Waste Management,"Ludhiana, Punjab",Authorized
